sgRNA	Gene	T0_1	T0_2	Tend_1	Tend_2
WNT5A_1__TRIB2_2	TRIB2__WNT5A	106	131	182	200
WNT5A_1__TRIB2_3	TRIB2__WNT5A	217	267	346	441
WNT5A_1__TRIB2_4	TRIB2__WNT5A	148	168	221	304
WNT5A_1__ULK1_1	ULK1__WNT5A	80	94	99	127
WNT5A_1__ULK1_2	ULK1__WNT5A	133	132	184	204
WNT5A_1__ULK1_3	ULK1__WNT5A	107	140	132	163
WNT5A_1__ULK1_4	ULK1__WNT5A	185	204	257	304
WNT5A_1__WNT5A_1	WNT5A__WNT5A	241	226	277	373
WNT5A_1__WNT5A_2	WNT5A__WNT5A	223	220	305	379
WNT5A_1__WNT5A_3	WNT5A__WNT5A	128	157	194	241
WNT5A_1__WNT5A_4	WNT5A__WNT5A	162	162	238	286
WNT5A_2__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__WNT5A	35	54	83	78
WNT5A_2__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__WNT5A	153	108	200	244
WNT5A_2__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__WNT5A	183	180	305	360
WNT5A_2__0Safe_safe_GE_204550.1561	0Safe_safe_GE__WNT5A	89	82	129	149
WNT5A_2__0Safe_safe_GE_204550.1743	0Safe_safe_GE__WNT5A	72	75	128	151
WNT5A_2__0Safe_safe_GE_204550.1816	0Safe_safe_GE__WNT5A	41	36	73	74
WNT5A_2__0Safe_safe_MP_204550.1197	0Safe_safe_MP__WNT5A	71	47	111	93
WNT5A_2__0Safe_safe_MP_204550.1296	0Safe_safe_MP__WNT5A	42	33	65	65
WNT5A_2__0Safe_safe_MP_204550.1323	0Safe_safe_MP__WNT5A	127	140	259	317
WNT5A_2__0Safe_safe_U3_204550.6027	0Safe_safe_U3__WNT5A	33	27	49	62
WNT5A_2__CDK2_1	CDK2__WNT5A	197	162	176	231
WNT5A_2__CDK2_2	CDK2__WNT5A	120	110	156	155
WNT5A_2__CDK2_3	CDK2__WNT5A	101	128	134	191
WNT5A_2__CDK2_4	CDK2__WNT5A	240	191	334	355
WNT5A_2__CTNNB1_1	CTNNB1__WNT5A	84	74	160	174
WNT5A_2__CTNNB1_2	CTNNB1__WNT5A	70	56	150	159
WNT5A_2__CTNNB1_3	CTNNB1__WNT5A	84	77	134	148
WNT5A_2__CTNNB1_4	CTNNB1__WNT5A	149	130	192	265
WNT5A_2__ETF1_1	ETF1__WNT5A	71	99	39	71
WNT5A_2__ETF1_2	ETF1__WNT5A	136	121	93	136
WNT5A_2__ETF1_3	ETF1__WNT5A	41	36	77	96
WNT5A_2__ETF1_4	ETF1__WNT5A	102	85	157	223
WNT5A_2__EZH2_1	EZH2__WNT5A	81	92	141	128
WNT5A_2__EZH2_2	EZH2__WNT5A	118	133	217	236
WNT5A_2__EZH2_3	EZH2__WNT5A	163	149	278	339
WNT5A_2__EZH2_4	EZH2__WNT5A	85	82	153	214
WNT5A_2__HSP90B1_1	HSP90B1__WNT5A	148	128	221	268
WNT5A_2__HSP90B1_2	HSP90B1__WNT5A	167	141	206	217
WNT5A_2__HSP90B1_3	HSP90B1__WNT5A	91	73	121	146
WNT5A_2__HSP90B1_4	HSP90B1__WNT5A	43	39	67	100
WNT5A_2__IGF1R_1	IGF1R__WNT5A	118	125	166	172
WNT5A_2__IGF1R_2	IGF1R__WNT5A	139	116	204	221
WNT5A_2__IGF1R_3	IGF1R__WNT5A	352	334	421	450
WNT5A_2__IGF1R_4	IGF1R__WNT5A	52	52	50	73
WNT5A_2__MAPK13_1	MAPK13__WNT5A	385	355	575	645
WNT5A_2__MAPK13_2	MAPK13__WNT5A	107	137	199	213
WNT5A_2__MAPK13_3	MAPK13__WNT5A	211	212	319	372
WNT5A_2__MAPK13_4	MAPK13__WNT5A	102	119	134	172
WNT5A_2__TRIB2_1	TRIB2__WNT5A	106	101	152	201
WNT5A_2__TRIB2_2	TRIB2__WNT5A	83	88	144	153
WNT5A_2__TRIB2_3	TRIB2__WNT5A	179	168	320	435
WNT5A_2__TRIB2_4	TRIB2__WNT5A	114	136	231	265
WNT5A_2__ULK1_1	ULK1__WNT5A	63	60	81	104
WNT5A_2__ULK1_2	ULK1__WNT5A	100	103	142	161
WNT5A_2__ULK1_3	ULK1__WNT5A	66	68	100	126
WNT5A_2__ULK1_4	ULK1__WNT5A	174	145	240	308
WNT5A_2__WNT5A_1	WNT5A__WNT5A	179	177	249	315
WNT5A_2__WNT5A_2	WNT5A__WNT5A	165	156	296	365
WNT5A_2__WNT5A_3	WNT5A__WNT5A	118	139	198	248
WNT5A_2__WNT5A_4	WNT5A__WNT5A	129	118	268	317
WNT5A_3__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__WNT5A	49	50	88	89
WNT5A_3__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__WNT5A	153	149	197	232
WNT5A_3__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__WNT5A	189	196	272	346
WNT5A_3__0Safe_safe_GE_204550.1561	0Safe_safe_GE__WNT5A	101	100	134	161
WNT5A_3__0Safe_safe_GE_204550.1743	0Safe_safe_GE__WNT5A	70	64	116	130
WNT5A_3__0Safe_safe_GE_204550.1816	0Safe_safe_GE__WNT5A	53	54	84	100
WNT5A_3__0Safe_safe_MP_204550.1197	0Safe_safe_MP__WNT5A	53	57	92	104
WNT5A_3__0Safe_safe_MP_204550.1296	0Safe_safe_MP__WNT5A	33	33	46	70
WNT5A_3__0Safe_safe_MP_204550.1323	0Safe_safe_MP__WNT5A	179	143	250	337
WNT5A_3__0Safe_safe_U3_204550.6027	0Safe_safe_U3__WNT5A	51	47	59	54
WNT5A_3__CDK2_1	CDK2__WNT5A	189	184	159	208
WNT5A_3__CDK2_2	CDK2__WNT5A	122	111	146	153
WNT5A_3__CDK2_3	CDK2__WNT5A	119	146	166	202
WNT5A_3__CDK2_4	CDK2__WNT5A	249	249	320	360
WNT5A_3__CTNNB1_1	CTNNB1__WNT5A	103	73	130	171
WNT5A_3__CTNNB1_2	CTNNB1__WNT5A	63	89	117	170
WNT5A_3__CTNNB1_3	CTNNB1__WNT5A	110	85	164	217
WNT5A_3__CTNNB1_4	CTNNB1__WNT5A	145	128	221	269
WNT5A_3__ETF1_1	ETF1__WNT5A	96	96	52	81
WNT5A_3__ETF1_2	ETF1__WNT5A	149	150	118	126
WNT5A_3__ETF1_3	ETF1__WNT5A	40	41	67	77
WNT5A_3__ETF1_4	ETF1__WNT5A	103	101	160	196
WNT5A_3__EZH2_1	EZH2__WNT5A	91	101	154	184
WNT5A_3__EZH2_2	EZH2__WNT5A	140	139	238	231
WNT5A_3__EZH2_3	EZH2__WNT5A	143	182	265	282
WNT5A_3__EZH2_4	EZH2__WNT5A	97	98	161	196
WNT5A_3__HSP90B1_1	HSP90B1__WNT5A	165	180	223	275
WNT5A_3__HSP90B1_2	HSP90B1__WNT5A	148	171	188	230
WNT5A_3__HSP90B1_3	HSP90B1__WNT5A	86	91	131	151
WNT5A_3__HSP90B1_4	HSP90B1__WNT5A	53	49	86	94
WNT5A_3__IGF1R_1	IGF1R__WNT5A	123	151	133	149
WNT5A_3__IGF1R_2	IGF1R__WNT5A	116	132	223	258
WNT5A_3__IGF1R_3	IGF1R__WNT5A	399	392	459	566
WNT5A_3__IGF1R_4	IGF1R__WNT5A	62	71	55	72
WNT5A_3__MAPK13_1	MAPK13__WNT5A	419	424	601	749
WNT5A_3__MAPK13_2	MAPK13__WNT5A	135	138	175	245
WNT5A_3__MAPK13_3	MAPK13__WNT5A	228	222	330	403
WNT5A_3__MAPK13_4	MAPK13__WNT5A	83	96	130	170
WNT5A_3__TRIB2_1	TRIB2__WNT5A	103	130	181	217
WNT5A_3__TRIB2_2	TRIB2__WNT5A	95	100	140	176
WNT5A_3__TRIB2_3	TRIB2__WNT5A	223	228	335	414
WNT5A_3__TRIB2_4	TRIB2__WNT5A	123	122	191	234
WNT5A_3__ULK1_1	ULK1__WNT5A	75	80	111	120
WNT5A_3__ULK1_2	ULK1__WNT5A	99	141	157	177
WNT5A_3__ULK1_3	ULK1__WNT5A	82	80	103	129
WNT5A_3__ULK1_4	ULK1__WNT5A	156	176	254	336
WNT5A_3__WNT5A_1	WNT5A__WNT5A	180	198	247	325
WNT5A_3__WNT5A_2	WNT5A__WNT5A	170	177	286	371
WNT5A_3__WNT5A_3	WNT5A__WNT5A	138	105	205	241
WNT5A_3__WNT5A_4	WNT5A__WNT5A	137	155	262	321
WNT5A_4__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__WNT5A	83	69	133	160
WNT5A_4__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__WNT5A	201	217	334	369
WNT5A_4__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__WNT5A	310	336	548	648
WNT5A_4__0Safe_safe_GE_204550.1561	0Safe_safe_GE__WNT5A	152	157	204	264
WNT5A_4__0Safe_safe_GE_204550.1743	0Safe_safe_GE__WNT5A	138	130	191	236
WNT5A_4__0Safe_safe_GE_204550.1816	0Safe_safe_GE__WNT5A	62	58	129	135
WNT5A_4__0Safe_safe_MP_204550.1197	0Safe_safe_MP__WNT5A	87	78	197	234
WNT5A_4__0Safe_safe_MP_204550.1296	0Safe_safe_MP__WNT5A	69	71	112	136
WNT5A_4__0Safe_safe_MP_204550.1323	0Safe_safe_MP__WNT5A	258	275	480	480
WNT5A_4__0Safe_safe_U3_204550.6027	0Safe_safe_U3__WNT5A	53	40	99	94
WNT5A_4__CDK2_1	CDK2__WNT5A	289	268	279	312
WNT5A_4__CDK2_2	CDK2__WNT5A	195	182	265	290
WNT5A_4__CDK2_3	CDK2__WNT5A	207	194	276	359
WNT5A_4__CDK2_4	CDK2__WNT5A	445	431	555	684
WNT5A_4__CTNNB1_1	CTNNB1__WNT5A	136	136	244	280
WNT5A_4__CTNNB1_2	CTNNB1__WNT5A	122	135	210	278
WNT5A_4__CTNNB1_3	CTNNB1__WNT5A	101	154	219	317
WNT5A_4__CTNNB1_4	CTNNB1__WNT5A	226	218	354	443
WNT5A_4__ETF1_1	ETF1__WNT5A	166	157	101	108
WNT5A_4__ETF1_2	ETF1__WNT5A	245	234	185	248
WNT5A_4__ETF1_3	ETF1__WNT5A	61	59	105	135
WNT5A_4__ETF1_4	ETF1__WNT5A	148	166	267	313
WNT5A_4__EZH2_1	EZH2__WNT5A	134	141	243	265
WNT5A_4__EZH2_2	EZH2__WNT5A	224	225	352	427
WNT5A_4__EZH2_3	EZH2__WNT5A	275	275	448	527
WNT5A_4__EZH2_4	EZH2__WNT5A	146	153	260	377
WNT5A_4__HSP90B1_1	HSP90B1__WNT5A	263	259	346	412
WNT5A_4__HSP90B1_2	HSP90B1__WNT5A	279	311	349	402
WNT5A_4__HSP90B1_3	HSP90B1__WNT5A	114	127	194	226
WNT5A_4__HSP90B1_4	HSP90B1__WNT5A	69	65	98	134
WNT5A_4__IGF1R_1	IGF1R__WNT5A	208	179	238	244
WNT5A_4__IGF1R_2	IGF1R__WNT5A	177	214	311	387
WNT5A_4__IGF1R_3	IGF1R__WNT5A	596	604	690	861
WNT5A_4__IGF1R_4	IGF1R__WNT5A	86	111	95	119
WNT5A_4__MAPK13_1	MAPK13__WNT5A	638	664	1039	1221
WNT5A_4__MAPK13_2	MAPK13__WNT5A	204	212	287	386
WNT5A_4__MAPK13_3	MAPK13__WNT5A	352	349	543	680
WNT5A_4__MAPK13_4	MAPK13__WNT5A	163	154	237	278
WNT5A_4__TRIB2_1	TRIB2__WNT5A	172	200	301	346
WNT5A_4__TRIB2_2	TRIB2__WNT5A	131	155	246	299
WNT5A_4__TRIB2_3	TRIB2__WNT5A	317	302	562	688
WNT5A_4__TRIB2_4	TRIB2__WNT5A	180	197	346	422
WNT5A_4__ULK1_1	ULK1__WNT5A	101	92	147	180
WNT5A_4__ULK1_2	ULK1__WNT5A	173	176	222	335
WNT5A_4__ULK1_3	ULK1__WNT5A	138	154	193	238
WNT5A_4__ULK1_4	ULK1__WNT5A	291	314	483	553
WNT5A_4__WNT5A_1	WNT5A__WNT5A	338	281	454	563
WNT5A_4__WNT5A_2	WNT5A__WNT5A	287	307	447	596
WNT5A_4__WNT5A_3	WNT5A__WNT5A	200	197	332	415
WNT5A_4__WNT5A_4	WNT5A__WNT5A	197	203	327	491
